City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,labis,2.385,103.021,84.9,78,99,2.8,MY,1701237221
365,wanning,18.8003,110.3967,78.46,84,94,5.14,CN,1701237222
366,charles city,43.0664,-92.6724,21.74,94,0,10.36,US,1701237223
367,usogorsk,63.4106,48.6872,17.67,94,100,3.22,RU,1701237224
368,guiuan,11.0333,125.7247,82.8,83,69,16.46,PH,1701237225
369,la ronge,55.1001,-105.2842,32.25,64,75,5.75,CA,1701237227
370,morehead city,34.7229,-76.726,40.98,67,0,8.05,US,1701237221
371,khandyga,62.6667,135.6,-21.64,100,96,1.19,RU,1701237228
372,bandarbeyla,9.4942,50.8122,80.49,64,100,25.61,SO,1701237229
373,hammerfest,70.6634,23.6821,32.45,69,75,14.97,NO,1701237230
374,inhambane,-23.865,35.3833,80.58,78,20,5.99,MZ,1701237231
375,kirksville,40.1948,-92.5833,30.06,71,0,6.91,US,1701237232
376,vangaindrano,-23.35,47.6,83.89,60,8,10.87,MG,1701237233
377,ibarreta,-25.2144,-59.8585,74.93,93,0,5.57,AR,1701237234
378,salinopolis,-0.6136,-47.3561,79.63,82,14,11.27,BR,1701237235
379,ngereklmadel,7.4883,134.4856,87.89,74,75,9.22,PW,1701237236
380,la passe,45.5549,-0.8967,32.23,85,25,7.23,FR,1701237237
381,isla mujeres,21.2311,-86.731,75.16,68,96,14.81,MX,1701237238
382,nadi,-17.8,177.4167,84.2,74,40,10.36,FJ,1701237122
383,saurimo,-9.6608,20.3916,65.77,92,100,2.19,AO,1701237240
384,mhamid,29.82,-5.72,54.18,33,0,1.86,MA,1701237241
385,the pas,53.8251,-101.2541,32.02,74,100,16.11,CA,1701237243
386,east london,-33.0153,27.9116,67.14,59,75,20.71,ZA,1701237245
387,ahar,38.4774,47.0699,41.9,46,9,5.06,IR,1701236987
388,vilhena,-12.7406,-60.1458,70.41,90,77,2.89,BR,1701237247
389,ornskoldsvik,63.2909,18.7153,29.35,93,100,8.05,SE,1701237249
390,bijar,35.8668,47.6051,37.26,62,1,1.74,IR,1701237250
391,dubrovnik,42.6481,18.0922,49.64,76,40,8.05,HR,1701237251
392,tosontsengel,48.7567,98.2839,-0.65,93,91,3.27,MN,1701237253
393,sisimiut,66.9395,-53.6735,27.18,63,100,16.93,GL,1701237254
394,cockburn town,21.4612,-71.1419,79.86,76,55,10.38,TC,1701237256
395,baturaja,-4.1333,104.1667,88.83,61,90,3.15,ID,1701237257
396,newman,37.3138,-121.0208,48.54,57,4,4.7,US,1701237240
397,balnearia,-31.0088,-62.6673,72.5,81,17,8.88,AR,1701237258
398,fale old settlement,-9.3852,-171.2468,84.15,73,100,10.09,TK,1701237259
399,hasaki,35.7333,140.8333,64.29,41,0,16.6,JP,1701237260
400,helena-west helena,34.5291,-90.59,33.76,63,0,6.55,US,1701236979
401,port hueneme,34.1478,-119.1951,56.79,59,0,5.75,US,1701237262
402,pozos de gamboa,22.95,-102.5667,52.39,87,40,9.28,MX,1701237263
403,zalingei,12.9096,23.4741,72.32,27,6,3.31,SD,1701237264
404,harstad,68.799,16.5293,31.39,79,17,8.08,NO,1701237265
405,takoradi,4.8845,-1.7554,77.68,85,40,2.62,GH,1701237266
406,dunay,42.8803,132.3375,16.72,50,98,21.9,RU,1701237267
407,la gi,10.6667,107.7833,85.77,68,49,21.54,VN,1701237268
408,egilsstadir,65.2653,-14.3948,33.71,86,75,4.61,IS,1701237268
409,dalby,-27.1833,151.2667,84.04,45,51,12.24,AU,1701237269
410,zaranj,30.9667,61.8833,62.56,27,2,5.64,AF,1701237270
411,burang,30.25,81.1667,28.49,61,46,5.5,CN,1701237271
412,flin flon,54.7682,-101.865,28.62,91,90,10.67,CA,1701237272
413,southside,33.9245,-86.0225,30.2,88,0,0.0,US,1701237273
414,antsiranana,-12.2787,49.2917,86.76,58,20,11.5,MG,1701237274
415,yanqul,23.5905,56.5501,78.24,33,1,0.85,OM,1701237275
416,praia da vitoria,38.7333,-27.0667,65.75,100,100,5.48,PT,1701237276
417,gallup,35.5281,-108.7426,21.96,79,0,0.0,US,1701237277
418,yuxia,34.0615,108.6291,50.61,34,100,5.21,CN,1701237278
419,mutuali,-14.8706,37.0044,79.83,66,86,6.42,MZ,1701237279
420,mutare,-18.9707,32.6709,84.52,31,60,3.51,ZW,1701237280
421,kas,36.2018,29.6377,56.71,86,100,8.5,TR,1701237281
422,ola,59.5833,151.2833,10.49,85,100,7.45,RU,1701237282
423,ivdel',60.6911,60.4206,19.02,97,100,4.0,RU,1701237282
424,tazovsky,67.4667,78.7,-1.21,98,92,8.52,RU,1701237283
425,humberto de campos,-2.5983,-43.4611,75.6,91,39,4.45,BR,1701237285
426,arrifes,37.7667,-25.7,61.05,94,40,5.75,PT,1701237285
427,brokopondo,4.75,-55.1667,75.83,87,4,7.87,SR,1701237286
428,colon,9.3592,-79.9014,78.98,89,100,10.0,PA,1701237287
429,ust'-ilimsk,58.0006,102.6619,1.22,88,100,5.01,RU,1701237288
430,akhnur,32.8667,74.7333,74.46,27,91,3.83,IN,1701237289
431,ketchikan,55.3422,-131.6461,37.38,93,0,0.0,US,1701237290
432,kununurra,-15.7667,128.7333,103.98,29,40,9.22,AU,1701237071
433,baoding,38.8511,115.4903,37.0,16,0,0.98,CN,1701237070
434,cienfuegos,22.1461,-80.4356,71.74,88,99,5.75,CU,1701237294
435,kanel,15.4916,-13.1763,68.0,52,0,0.0,SN,1701237294
436,eureka,40.8021,-124.1637,50.61,79,98,1.01,US,1701237196
437,al bayda',32.7627,21.7551,50.41,47,39,14.25,LY,1701237296
438,tadmur,34.5608,38.2805,50.72,62,75,6.78,SY,1701237297
439,saryozek,44.3583,77.9753,58.05,26,90,3.09,KZ,1701237298
440,mbandaka,0.0487,18.2603,71.65,98,100,2.51,CD,1701237300
441,boyolangu,-8.1181,111.8935,83.52,71,86,10.92,ID,1701237302
442,pathein,16.7833,94.7333,86.2,51,20,9.78,MM,1701237303
443,columbus,39.9612,-82.9988,19.92,78,0,5.75,US,1701236873
444,igarka,67.4667,86.5833,-15.9,99,15,4.72,RU,1701237306
445,fort st. john,56.2499,-120.8529,33.69,69,40,8.05,CA,1701237308
446,al mijlad,11.0333,27.7333,79.25,30,100,20.22,SD,1701237309
447,acapulco de juarez,16.8634,-99.8901,79.12,82,21,3.15,MX,1701237310
448,qarazhal,48.0078,70.7903,47.73,45,99,14.47,KZ,1701237311
449,george town,5.4112,100.3354,89.55,66,20,10.36,MY,1701237312
450,reggane,26.7158,0.1714,57.92,22,3,4.83,DZ,1701237313
451,tazacorte,28.629,-17.9293,63.57,86,0,7.0,ES,1701237314
452,miri,4.4148,114.0089,93.34,55,40,5.75,MY,1701237315
453,esmeralda,21.8525,-78.1169,74.05,83,98,8.28,CU,1701237316
454,chinde,26.8418,88.0763,67.91,43,17,6.13,NP,1701237318
455,papao,-17.75,-149.55,82.08,84,89,24.65,PF,1701237320
456,ugoofaaru,5.6667,73.0,83.5,77,100,12.82,MV,1701237322
457,homer,59.6425,-151.5483,39.09,83,100,5.75,US,1701237323
458,lubango,-14.9172,13.4925,64.17,86,93,1.28,AO,1701237324
459,tsiombe,-25.3,45.4833,96.28,29,3,10.6,MG,1701237326
460,motueka,-41.1333,173.0167,55.02,83,94,4.97,NZ,1701237328
461,sidney,-33.8679,151.2073,68.72,86,75,17.27,AU,1701237098
462,kingston,17.997,-76.7936,81.55,78,20,5.75,JM,1701237330
463,phan thiet,10.9333,108.1,88.9,60,57,19.53,VN,1701237331
464,magdalena,14.1999,121.429,85.28,75,91,10.42,PH,1701237332
465,choibalsan,48.0667,114.5,3.88,82,13,11.92,MN,1701237334
466,kuta,-8.7233,115.1723,89.55,58,75,5.75,ID,1701237335
467,mae chai,19.346,99.814,80.64,55,16,2.89,TH,1701237336
468,ibaiti,-23.8486,-50.1878,64.15,99,98,2.42,BR,1701237111
469,uliastay,47.7417,96.8444,9.07,67,0,0.45,MN,1701237338
470,san antonio de pale,-1.4014,5.6325,80.19,80,82,4.27,GQ,1701237339
471,mount pearl,47.5166,-52.7813,39.06,92,75,11.5,CA,1701237340
472,cidade velha,14.9167,-23.6167,72.07,78,20,5.75,CV,1701237341
473,novyy urengoy,66.0833,76.6333,15.19,95,100,10.33,RU,1701237342
474,tukrah,32.5341,20.5791,59.27,54,25,15.43,LY,1701237343
475,long beach,33.767,-118.1892,61.97,69,29,5.95,US,1701236720
476,luderitz,-26.6481,15.1594,68.92,57,2,16.04,NA,1701237345
477,kaiapoi,-43.3783,172.6401,57.07,66,75,12.66,NZ,1701237144
478,fort mcmurray,56.7268,-111.381,36.99,69,100,11.5,CA,1701237348
479,pratt,37.6439,-98.7376,34.41,86,0,8.05,US,1701237344
480,bryne,58.7354,5.6477,27.57,84,0,3.44,NO,1701237350
481,shiguai,40.7058,110.2856,18.39,33,2,20.67,CN,1701237351
482,ancud,-41.8697,-73.8203,51.89,92,96,16.69,CL,1701237352
483,nishinoomote,30.7333,131.0,64.96,63,75,4.61,JP,1701237353
484,kirensk,57.7853,108.1119,2.97,87,99,5.01,RU,1701237354
485,arteche,12.2645,125.4048,82.85,83,99,10.63,PH,1701237355
486,magalia,39.8121,-121.5783,46.11,41,43,1.01,US,1701237356
487,scarborough,54.2797,-0.4044,32.92,92,99,1.99,GB,1701237272
488,kelso,46.1468,-122.9084,37.09,85,0,4.0,US,1701237358
489,spirit lake,43.4222,-95.1022,33.91,77,2,8.01,US,1701237359
490,altai,46.3722,96.2583,11.34,67,1,4.32,MN,1701237360
491,al hilaliyya,14.9398,33.234,82.0,49,15,14.72,SD,1701237361
492,kyabe,9.4515,18.9449,79.16,30,68,3.24,TD,1701237362
493,pariyapuram,10.9561,76.1916,84.49,57,100,0.76,IN,1701237364
494,meadow lakes,61.6247,-149.6011,43.68,68,100,17.27,US,1701237365
495,nizhnesortymskiy,62.4397,71.7603,26.19,88,100,7.99,RU,1701237366
496,meoqui,28.2833,-105.4833,57.04,56,86,5.37,MX,1701237367
497,aswan,24.0934,32.907,60.1,47,0,5.75,EG,1701237368
498,nuku'alofa,-21.1333,-175.2,82.74,89,20,11.5,TO,1701237369
499,copiapo,-27.3667,-70.3333,55.09,62,0,1.23,CL,1701237370
500,gargalianoi,37.0667,21.6333,59.36,84,92,12.88,GR,1701237371
501,kolonia town,6.964,158.206,77.11,94,100,3.44,FM,1701237372
502,palmer,42.1584,-72.3287,29.98,58,75,17.27,US,1701237373
503,phon,15.816,102.5998,83.86,43,96,9.22,TH,1701237374
504,iskateley,67.6803,53.1512,1.02,95,99,11.01,RU,1701237375
505,berezovyy,51.6667,135.7,6.44,64,80,2.44,RU,1701237376
506,malango,-2.9627,119.9001,78.19,86,98,2.24,ID,1701237377
507,kuusamo,65.9667,29.1833,21.24,86,100,10.36,FI,1701237379
508,kafue,-15.7691,28.1814,78.64,54,86,6.17,ZM,1701237380
509,north shore,-36.8,174.75,66.4,64,47,8.99,NZ,1701237381
510,mahina,-17.5065,-149.489,82.17,69,40,3.44,PF,1701237382
511,alpena,45.0617,-83.4327,23.25,78,0,8.05,US,1701237023
512,kalmunai,7.4167,81.8167,82.63,76,95,5.59,LK,1701237384
513,pangkalpinang,-2.1333,106.1333,85.48,71,78,6.44,ID,1701237385
514,howrah,22.5892,88.3103,80.6,65,40,0.0,IN,1701237386
515,korla,41.7597,86.1469,45.82,35,36,8.37,CN,1701237387
516,puerto lempira,15.2667,-83.7667,77.18,91,38,10.2,HN,1701237388
517,namsos,64.4662,11.4957,30.25,86,75,3.44,NO,1701237389
518,cassilandia,-19.1133,-51.7342,72.61,82,91,2.73,BR,1701237329
519,koshki,54.2091,50.4677,10.85,97,78,3.06,RU,1701237391
520,illizi,26.4833,8.4667,53.4,27,98,2.93,DZ,1701237392
521,varkaus,62.3153,27.873,20.12,97,99,4.59,FI,1701237393
522,lagoa,39.05,-27.9833,64.11,86,100,5.39,PT,1701237393
523,vila velha,-20.3297,-40.2925,76.95,89,75,7.0,BR,1701237395
524,zhezkent,50.9311,81.3615,37.51,48,93,6.85,KZ,1701237397
525,richards bay,-28.783,32.0377,73.11,76,100,22.93,ZA,1701237398
526,pompeu,-19.2244,-44.9353,69.37,85,98,2.1,BR,1701237130
527,queenstown,-31.8976,26.8753,56.34,60,98,10.16,ZA,1701237400
528,cambita garabitos,18.4533,-70.1978,70.77,95,20,3.67,DO,1701237401
529,hulan ergi,47.2042,123.6333,12.06,57,96,9.98,CN,1701237402
530,dalbandin,28.8947,64.4101,69.67,35,42,2.77,PK,1701237404
531,tshikapa,-6.4167,20.8,70.07,94,100,1.72,CD,1701237405
532,ulladulla,-35.35,150.4667,68.59,92,98,13.53,AU,1701237406
533,shevchenko,48.5,35.0,42.53,92,100,25.12,UA,1701237334
534,harlingen,26.1906,-97.6961,61.2,80,100,5.75,US,1701237222
535,leo,11.1,-2.1,76.46,48,24,1.86,BF,1701237408
536,sola,-13.8833,167.55,80.13,84,84,15.32,VU,1701237409
537,chissamba,-12.1667,17.3333,66.36,76,98,3.0,AO,1701237410
538,petrolina,-9.3986,-40.5008,80.65,54,0,8.05,BR,1701237411
539,trinity beach,-16.7888,145.6968,92.01,79,40,9.22,AU,1701237412
540,mil'kovo,55.6078,37.7956,21.6,99,83,5.82,RU,1701237413
541,phan rang-thap cham,11.5667,108.9833,86.99,63,64,15.05,VN,1701237414
542,brownfield,33.1812,-102.2744,41.95,65,70,7.65,US,1701237415
543,baza,37.4907,-2.7726,49.42,85,43,4.16,ES,1701237416
544,toliara,-23.35,43.6667,86.27,52,4,12.41,MG,1701237416
545,ternate,0.8,127.4,84.29,73,96,6.35,ID,1701237417
546,rio claro,-22.4114,-47.5614,69.4,93,100,5.64,BR,1701237418
547,nawabganj,24.5911,88.271,83.48,42,83,5.91,BD,1701237420
548,graneros,-34.0667,-70.7333,54.45,81,0,5.21,CL,1701237423
549,vuktyl,63.8567,57.3094,14.11,92,100,1.01,RU,1701237425
550,solwezi,-12.1688,26.3894,63.63,95,100,6.17,ZM,1701237425
